Sample 133: No. iterations = 512, Error = 0.501026
Sample 134: No. iterations = 512, Error = 0.00283582
Sample 135: No. iterations = 512, Error = 0.495838
Sample 136: No. iterations = 512, Error = 0.0018967
Sample 137: No. iterations = 512, Error = 0.00108853
Sample 138: No. iterations = 512, Error = 0.00306763
Sample 139: No. iterations = 512, Error = 0.502166
Sample 140: No. iterations = 512, Error = 0.00195075
Sample 141: No. iterations = 512, Error = 0.452243
Sample 142: No. iterations = 512, Error = 0.00262768
Sample 143: No. iterations = 512, Error = 0.00207999
Sample 144: No. iterations = 512, Error = 0.00236801
Sample 145: No. iterations = 512, Error = 0.00299878
Sample 146: No. iterations = 512, Error = 0.00485071
Sample 147: No. iterations = 512, Error = 0.00298686
Sample 148: No. iterations = 512, Error = 0.00314292
Sample 149: No. iterations = 512, Error = 0.00467869
Sample 150: No. iterations = 512, Error = 0.00214476
Sample 151: No. iterations = 512, Error = 0.00334716
Sample 152: No. iterations = 512, Error = 0.00217625
Sample 153: No. iterations = 512, Error = 0.00211904
Sample 154: No. iterations = 512, Error = 0.00330439
Sample 155: No. iterations = 512, Error = 0.00266566
Sample 156: No. iterations = 512, Error = 0.00166619
Sample 157: No. iterations = 512, Error = 0.00199666
Sample 158: No. iterations = 512, Error = 0.00225877
Sample 159: No. iterations = 512, Error = 0.00386175
Sample 160: No. iterations = 512, Error = 0.00234283
Sample 161: No. iterations = 512, Error = 0.00432393
Sample 162: No. iterations = 512, Error = 0.00345133
Sample 163: No. iterations = 512, Error = 0.00356354
Sample 164: No. iterations = 512, Error = 0.00293459
Sample 165: No. iterations = 512, Error = 0.00194283
Sample 166: No. iterations = 512, Error = 0.00179768
Sample 167: No. iterations = 512, Error = 0.00250107
Sample 168: No. iterations = 512, Error = 0.00249461
Sample 169: No. iterations = 512, Error = 0.49991
Sample 170: No. iterations = 512, Error = 0.00166903
Sample 171: No. iterations = 512, Error = 0.00152011
Sample 172: No. iterations = 512, Error = 0.00193256
Sample 173: No. iterations = 512, Error = 0.00157585
Sample 174: No. iterations = 512, Error = 0.00412527
Sample 175: No. iterations = 512, Error = 0.00267299
Sample 176: No. iterations = 512, Error = 0.00246077
Sample 177: No. iterations = 512, Error = 0.00177407
Sample 178: No. iterations = 512, Error = 0.00288771
Sample 179: No. iterations = 512, Error = 0.00348732
Sample 180: No. iterations = 512, Error = 0.00202361
Sample 181: No. iterations = 512, Error = 0.00273929
Sample 182: No. iterations = 512, Error = 0.00181117
Sample 183: No. iterations = 512, Error = 0.50143
Sample 184: No. iterations = 266, Error = 0.000998244
Sample 185: No. iterations = 512, Error = 0.00288554
Sample 186: No. iterations = 512, Error = 0.00155881
Sample 187: No. iterations = 512, Error = 0.00187263
Sample 188: No. iterations = 512, Error = 0.00216951
Sample 189: No. iterations = 512, Error = 0.00236601
Sample 190: No. iterations = 512, Error = 0.00194995
Sample 191: No. iterations = 512, Error = 0.00233625
Sample 192: No. iterations = 512, Error = 0.00267647
Sample 193: No. iterations = 512, Error = 0.00162634
Sample 194: No. iterations = 512, Error = 0.00203184
Sample 195: No. iterations = 512, Error = 0.00225442
Sample 196: No. iterations = 512, Error = 0.002757
Sample 197: No. iterations = 512, Error = 0.00264307
Sample 198: No. iterations = 512, Error = 0.00255152
Sample 199: No. iterations = 512, Error = 0.00227225
Sample 200: No. iterations = 512, Error = 0.00216324
Sample 201: No. iterations = 512, Error = 0.0031423
Sample 202: No. iterations = 512, Error = 0.00345956
Sample 203: No. iterations = 512, Error = 0.00361543
Sample 204: No. iterations = 512, Error = 0.00187365
Sample 205: No. iterations = 512, Error = 0.00340127
Sample 206: No. iterations = 512, Error = 0.00270509
Sample 207: No. iterations = 512, Error = 0.00199985
Sample 208: No. iterations = 512, Error = 0.00222086
Sample 209: No. iterations = 512, Error = 0.00133861
Sample 210: No. iterations = 512, Error = 0.00148931
Sample 211: No. iterations = 480, Error = 0.000998693
Sample 212: No. iterations = 1, Error = 0.000538727
Sample 213: No. iterations = 512, Error = 0.00253007
Sample 214: No. iterations = 512, Error = 0.00217758
Sample 215: No. iterations = 512, Error = 0.00159522
Sample 216: No. iterations = 512, Error = 0.00194075
Sample 217: No. iterations = 512, Error = 0.00227582
Sample 218: No. iterations = 512, Error = 0.00207927
Sample 219: No. iterations = 512, Error = 0.00176408
Sample 220: No. iterations = 512, Error = 0.00521628
Sample 221: No. iterations = 512, Error = 0.00270857
Sample 222: No. iterations = 512, Error = 0.00179562
Sample 223: No. iterations = 512, Error = 0.00247768
Sample 224: No. iterations = 512, Error = 0.00259132
Sample 225: No. iterations = 512, Error = 0.00211004
Sample 226: No. iterations = 512, Error = 0.00328905
Sample 227: No. iterations = 512, Error = 0.0038129
Sample 228: No. iterations = 512, Error = 0.00243655
Sample 229: No. iterations = 512, Error = 0.00259575
Sample 230: No. iterations = 512, Error = 0.00138808
Sample 231: No. iterations = 512, Error = 0.00210054
Sample 232: No. iterations = 512, Error = 0.00169145
Sample 233: No. iterations = 512, Error = 0.00224535
Sample 234: No. iterations = 512, Error = 0.00370431
Sample 235: No. iterations = 512, Error = 0.00133405
Sample 236: No. iterations = 512, Error = 0.00285425
Sample 237: No. iterations = 512, Error = 0.00368502
Sample 238: No. iterations = 512, Error = 0.00272523
Sample 239: No. iterations = 512, Error = 0.00175045
Sample 240: No. iterations = 512, Error = 0.00176143
Sample 241: No. iterations = 512, Error = 0.00378324
Sample 242: No. iterations = 512, Error = 0.00255566
Sample 243: No. iterations = 512, Error = 0.00263471
Sample 244: No. iterations = 512, Error = 0.00147417
Sample 245: No. iterations = 512, Error = 0.485949
Sample 246: No. iterations = 512, Error = 0.00223178
Sample 247: No. iterations = 512, Error = 0.00174852
Sample 248: No. iterations = 512, Error = 0.00334561
Sample 249: No. iterations = 512, Error = 0.00334634
Sample 250: No. iterations = 392, Error = 0.0009989
Sample 251: No. iterations = 512, Error = 0.0013361
Sample 252: No. iterations = 512, Error = 0.00233416
Sample 253: No. iterations = 512, Error = 0.00275578
Sample 254: No. iterations = 512, Error = 0.002729
Sample 255: No. iterations = 512, Error = 0.00135942
Sample 256: No. iterations = 512, Error = 0.00224219
Sample 257: No. iterations = 512, Error = 0.0126884
Sample 258: No. iterations = 512, Error = 0.00249943
Sample 259: No. iterations = 512, Error = 0.00186778
Sample 260: No. iterations = 512, Error = 0.00213555
Sample 261: No. iterations = 512, Error = 0.00325754
Sample 262: No. iterations = 512, Error = 0.00131189
Sample 263: No. iterations = 512, Error = 0.00263513
Sample 264: No. iterations = 247, Error = 0.000998833
Sample 265: No. iterations = 512, Error = 0.497686
Sample 266: No. iterations = 512, Error = 0.00136476
Sample 267: No. iterations = 512, Error = 0.00352131
Sample 268: No. iterations = 512, Error = 0.00244716
Sample 269: No. iterations = 512, Error = 0.00197929
Sample 270: No. iterations = 512, Error = 0.00267469
Sample 271: No. iterations = 512, Error = 0.00197801
Sample 272: No. iterations = 512, Error = 0.00234913
Sample 273: No. iterations = 512, Error = 0.00174501
Sample 274: No. iterations = 512, Error = 0.00219537
Sample 275: No. iterations = 512, Error = 0.00292524
Sample 276: No. iterations = 512, Error = 0.0010255
Sample 277: No. iterations = 502, Error = 0.00099889
Sample 278: No. iterations = 512, Error = 0.00251043
Sample 279: No. iterations = 512, Error = 0.00371969
Sample 280: No. iterations = 512, Error = 0.00224511
Sample 281: No. iterations = 512, Error = 0.00334153
Sample 282: No. iterations = 455, Error = 0.000999857
Sample 283: No. iterations = 512, Error = 0.00205024
Sample 284: No. iterations = 511, Error = 0.000999936
Sample 285: No. iterations = 512, Error = 0.00291054
Sample 286: No. iterations = 512, Error = 0.00105875
Sample 287: No. iterations = 512, Error = 0.00240935
Sample 288: No. iterations = 512, Error = 0.00158433
Sample 289: No. iterations = 512, Error = 0.00190432
Sample 290: No. iterations = 512, Error = 0.00203244
Sample 291: No. iterations = 27, Error = 0.000999756
Sample 292: No. iterations = 512, Error = 0.00214302
Sample 293: No. iterations = 512, Error = 0.00160457
Sample 294: No. iterations = 512, Error = 0.00193463
Sample 295: No. iterations = 512, Error = 0.00122421
Sample 296: No. iterations = 512, Error = 0.00189758
Sample 297: No. iterations = 512, Error = 0.00138848
Sample 298: No. iterations = 1, Error = 0.000964945
Sample 299: No. iterations = 1, Error = 0.000535699
Sample 300: No. iterations = 512, Error = 0.00160476
Sample 301: No. iterations = 512, Error = 0.00238877
Sample 302: No. iterations = 512, Error = 0.00112944
Sample 303: No. iterations = 512, Error = 0.00170663
Sample 304: No. iterations = 512, Error = 0.00127806
Sample 305: No. iterations = 512, Error = 0.00262503
Sample 306: No. iterations = 512, Error = 0.00218512
Sample 307: No. iterations = 512, Error = 0.00177031
Sample 308: No. iterations = 512, Error = 0.00150722
Sample 309: No. iterations = 512, Error = 0.00313129
Sample 310: No. iterations = 512, Error = 0.00221645
Sample 311: No. iterations = 512, Error = 0.00117365
Sample 312: No. iterations = 512, Error = 0.0012575
Sample 313: No. iterations = 512, Error = 0.00181366
Sample 314: No. iterations = 512, Error = 0.0033339
Sample 315: No. iterations = 512, Error = 0.0024273
Sample 316: No. iterations = 512, Error = 0.0016174
Sample 317: No. iterations = 512, Error = 0.00144501
Sample 318: No. iterations = 512, Error = 0.0026998
Sample 319: No. iterations = 512, Error = 0.00251414
Sample 320: No. iterations = 512, Error = 0.00298755
Sample 321: No. iterations = 512, Error = 0.00208755
Sample 322: No. iterations = 512, Error = 0.00185778
Sample 323: No. iterations = 512, Error = 0.00151906
Sample 324: No. iterations = 512, Error = 0.0020464
Sample 325: No. iterations = 512, Error = 0.00180521
Sample 326: No. iterations = 512, Error = 0.0020717
Sample 327: No. iterations = 512, Error = 0.00132514
Sample 328: No. iterations = 512, Error = 0.00183214
Sample 329: No. iterations = 512, Error = 0.00219871
Sample 330: No. iterations = 512, Error = 0.00270475
Sample 331: No. iterations = 512, Error = 0.00174901
Sample 332: No. iterations = 248, Error = 0.000999791
Sample 333: No. iterations = 512, Error = 0.00210078
Sample 334: No. iterations = 512, Error = 0.00189125
Sample 335: No. iterations = 512, Error = 0.00300236
Sample 336: No. iterations = 512, Error = 0.00176349
Sample 337: No. iterations = 512, Error = 0.00201797
Sample 338: No. iterations = 1, Error = 0.000303372
Sample 339: No. iterations = 512, Error = 0.00130448
Sample 340: No. iterations = 512, Error = 0.0015967
Sample 341: No. iterations = 512, Error = 0.003259
Sample 342: No. iterations = 512, Error = 0.0015091
Sample 343: No. iterations = 512, Error = 0.00246894
Sample 344: No. iterations = 512, Error = 0.00131182
Sample 345: No. iterations = 512, Error = 0.00240735
Sample 346: No. iterations = 512, Error = 0.00157707
Sample 347: No. iterations = 512, Error = 0.00254683
Sample 348: No. iterations = 322, Error = 0.000999852
Sample 349: No. iterations = 512, Error = 0.00175545
Sample 350: No. iterations = 389, Error = 0.00099965
Sample 351: No. iterations = 512, Error = 0.00174413
Sample 352: No. iterations = 512, Error = 0.00178866
Sample 353: No. iterations = 512, Error = 0.00124467
Sample 354: No. iterations = 512, Error = 0.00208649
Sample 355: No. iterations = 512, Error = 0.00249627
Sample 356: No. iterations = 512, Error = 0.00195477
Sample 357: No. iterations = 512, Error = 0.00202039
Sample 358: No. iterations = 215, Error = 0.000999543
Sample 359: No. iterations = 512, Error = 0.00229071
Sample 360: No. iterations = 512, Error = 0.0014325
Sample 361: No. iterations = 512, Error = 0.0020941
Sample 362: No. iterations = 512, Error = 0.00133158
Sample 363: No. iterations = 512, Error = 0.00260107
Sample 364: No. iterations = 512, Error = 0.00170968
Sample 365: No. iterations = 512, Error = 0.0019893
Sample 366: No. iterations = 437, Error = 0.000999991
Sample 367: No. iterations = 512, Error = 0.00146467
Sample 368: No. iterations = 512, Error = 0.0011952
Sample 369: No. iterations = 512, Error = 0.00205428
Sample 370: No. iterations = 512, Error = 0.00162843
Sample 371: No. iterations = 512, Error = 0.00207769
Sample 372: No. iterations = 1, Error = 0.000763277
Sample 373: No. iterations = 512, Error = 0.00159605
Sample 374: No. iterations = 85, Error = 0.000999619
Sample 375: No. iterations = 512, Error = 0.00223495
Sample 376: No. iterations = 512, Error = 0.00112947
Sample 377: No. iterations = 512, Error = 0.00294173
Sample 378: No. iterations = 178, Error = 0.000998577
Sample 379: No. iterations = 506, Error = 0.000998724
Sample 380: No. iterations = 512, Error = 0.00108873
Sample 381: No. iterations = 512, Error = 0.00170579
Sample 382: No. iterations = 493, Error = 0.000998726
Sample 383: No. iterations = 512, Error = 0.00201274
Sample 384: No. iterations = 512, Error = 0.00163216
Sample 385: No. iterations = 512, Error = 0.00167564
Sample 386: No. iterations = 339, Error = 0.000999596
Sample 387: No. iterations = 512, Error = 0.0022948
Sample 388: No. iterations = 302, Error = 0.000997972
Sample 389: No. iterations = 512, Error = 0.00314201
Sample 390: No. iterations = 512, Error = 0.00222267
Sample 391: No. iterations = 512, Error = 0.00312712
Sample 392: No. iterations = 512, Error = 0.00127954
Sample 393: No. iterations = 512, Error = 0.00112966
Sample 394: No. iterations = 512, Error = 0.00146588
Sample 395: No. iterations = 512, Error = 0.00353114
Sample 396: No. iterations = 512, Error = 0.00113204
Sample 397: No. iterations = 512, Error = 0.00235165
Sample 398: No. iterations = 512, Error = 0.00194654
Sample 399: No. iterations = 499, Error = 0.000999373
Sample 400: No. iterations = 512, Error = 0.00195184
Sample 401: No. iterations = 512, Error = 0.00163652
Sample 402: No. iterations = 512, Error = 0.0012744
Sample 403: No. iterations = 512, Error = 0.0012352
Sample 404: No. iterations = 512, Error = 0.00119877
Sample 405: No. iterations = 512, Error = 0.00228506
Sample 406: No. iterations = 512, Error = 0.00179723
Sample 407: No. iterations = 1, Error = 0.000680432
Sample 408: No. iterations = 469, Error = 0.000998821
Sample 409: No. iterations = 141, Error = 0.000999582
Sample 410: No. iterations = 512, Error = 0.00145815
Sample 411: No. iterations = 512, Error = 0.00159689
Sample 412: No. iterations = 332, Error = 0.000999648
Sample 413: No. iterations = 512, Error = 0.00219977
Sample 414: No. iterations = 1, Error = 9.49673e-05
Sample 415: No. iterations = 478, Error = 0.000999873
Sample 416: No. iterations = 512, Error = 0.00201542
Sample 417: No. iterations = 512, Error = 0.00191897
Sample 418: No. iterations = 512, Error = 0.00352327
Sample 419: No. iterations = 512, Error = 0.00302149
Sample 420: No. iterations = 512, Error = 0.00284663
Sample 421: No. iterations = 512, Error = 0.00246234
Sample 422: No. iterations = 512, Error = 0.00134767
Sample 423: No. iterations = 512, Error = 0.00242966
Sample 424: No. iterations = 512, Error = 0.00236614
Sample 425: No. iterations = 512, Error = 0.00190549
Sample 426: No. iterations = 512, Error = 0.00230809
Sample 427: No. iterations = 512, Error = 0.00191898
Sample 428: No. iterations = 512, Error = 0.00124635
Sample 429: No. iterations = 1, Error = 0.000626257
Sample 430: No. iterations = 465, Error = 0.000999229
Sample 431: No. iterations = 512, Error = 0.00133184
Sample 432: No. iterations = 1, Error = 2.92634e-05
Sample 433: No. iterations = 512, Error = 0.00209121
Sample 434: No. iterations = 512, Error = 0.00111672
Sample 435: No. iterations = 512, Error = 0.00190729
Sample 436: No. iterations = 1, Error = 0.000181585
Sample 437: No. iterations = 512, Error = 0.00201229
Sample 438: No. iterations = 512, Error = 0.00134633
Sample 439: No. iterations = 512, Error = 0.00106758
Sample 440: No. iterations = 512, Error = 0.00206425
Sample 441: No. iterations = 512, Error = 0.00194645
Sample 442: No. iterations = 512, Error = 0.00160783
Sample 443: No. iterations = 388, Error = 0.000998743
Sample 444: No. iterations = 512, Error = 0.00161954
Sample 445: No. iterations = 512, Error = 0.00728269
Sample 446: No. iterations = 512, Error = 0.00116019
Sample 447: No. iterations = 512, Error = 0.00215729
Sample 448: No. iterations = 512, Error = 0.00181601
Sample 449: No. iterations = 512, Error = 0.00132565
Sample 450: No. iterations = 512, Error = 0.00145715
Sample 451: No. iterations = 309, Error = 0.000998682
Sample 452: No. iterations = 512, Error = 0.00137256
Sample 453: No. iterations = 512, Error = 0.00159725
Sample 454: No. iterations = 368, Error = 0.000998588
Sample 455: No. iterations = 512, Error = 0.00106833
Sample 456: No. iterations = 336, Error = 0.000999785
Sample 457: No. iterations = 512, Error = 0.00164641
Sample 458: No. iterations = 512, Error = 0.00160016
Sample 459: No. iterations = 208, Error = 0.000998331
Sample 460: No. iterations = 512, Error = 0.00151491
Sample 461: No. iterations = 512, Error = 0.00219987
Sample 462: No. iterations = 348, Error = 0.000999214
Sample 463: No. iterations = 494, Error = 0.000999418
Sample 464: No. iterations = 512, Error = 0.00244301
Sample 465: No. iterations = 512, Error = 0.00131457
Sample 466: No. iterations = 305, Error = 0.000998885
Sample 467: No. iterations = 1, Error = 0.000773562
Sample 468: No. iterations = 512, Error = 0.00140423
Sample 469: No. iterations = 512, Error = 0.00132381
Sample 470: No. iterations = 512, Error = 0.0014072
Sample 471: No. iterations = 512, Error = 0.0022198
Sample 472: No. iterations = 512, Error = 0.0023374
Sample 473: No. iterations = 512, Error = 0.00238866
Sample 474: No. iterations = 512, Error = 0.0010723
Sample 475: No. iterations = 512, Error = 0.00206338
Sample 476: No. iterations = 512, Error = 0.00268221
Sample 477: No. iterations = 512, Error = 0.00217528
Sample 478: No. iterations = 1, Error = 0.00071235
Sample 479: No. iterations = 512, Error = 0.00179175
Sample 480: No. iterations = 512, Error = 0.00110162
Sample 481: No. iterations = 512, Error = 0.00138072
Sample 482: No. iterations = 512, Error = 0.00260829
Sample 483: No. iterations = 512, Error = 0.00230142
Sample 484: No. iterations = 512, Error = 0.00178344
Sample 485: No. iterations = 512, Error = 0.00109105
Sample 486: No. iterations = 512, Error = 0.00124396
Sample 487: No. iterations = 512, Error = 0.00121894
Sample 488: No. iterations = 512, Error = 0.00257016
Sample 489: No. iterations = 512, Error = 0.00198451
Sample 490: No. iterations = 512, Error = 0.00295687
Sample 491: No. iterations = 388, Error = 0.000998451
Sample 492: No. iterations = 512, Error = 0.00184992
Sample 493: No. iterations = 1, Error = 0.000463368
Sample 494: No. iterations = 512, Error = 0.00210276
Sample 495: No. iterations = 512, Error = 0.00156005
Sample 496: No. iterations = 512, Error = 0.00118691
Sample 497: No. iterations = 512, Error = 0.00351961
Sample 498: No. iterations = 512, Error = 0.00230763
Sample 499: No. iterations = 512, Error = 0.00179592
Sample 500: No. iterations = 512, Error = 0.00253118
Sample 501: No. iterations = 512, Error = 0.00374236
Sample 502: No. iterations = 512, Error = 0.00296457
Sample 503: No. iterations = 512, Error = 0.00290986
Sample 504: No. iterations = 512, Error = 0.00291806
Sample 505: No. iterations = 512, Error = 0.00127442
Sample 506: No. iterations = 479, Error = 0.00099935
Sample 507: No. iterations = 512, Error = 0.00112202
Sample 508: No. iterations = 512, Error = 0.00131686
Sample 509: No. iterations = 512, Error = 0.00162974
Sample 510: No. iterations = 512, Error = 0.50028
Sample 511: No. iterations = 1, Error = 0.00044403
Sample 512: No. iterations = 512, Error = 0.00216403
Sample 513: No. iterations = 512, Error = 0.00188386
Sample 514: No. iterations = 512, Error = 0.0012939
Sample 515: No. iterations = 1, Error = 0.000597818
Sample 516: No. iterations = 512, Error = 0.00135363
Sample 517: No. iterations = 444, Error = 0.000998519
Sample 518: No. iterations = 512, Error = 0.00182376
Sample 519: No. iterations = 512, Error = 0.00105798
Sample 520: No. iterations = 512, Error = 0.0025586
Sample 521: No. iterations = 428, Error = 0.000998432
Sample 522: No. iterations = 362, Error = 0.000999638
Sample 523: No. iterations = 1, Error = 3.15902e-05
Sample 524: No. iterations = 512, Error = 0.00113753
Sample 525: No. iterations = 512, Error = 0.00121789
Sample 526: No. iterations = 512, Error = 0.00132542
Sample 527: No. iterations = 354, Error = 0.000998326
Sample 528: No. iterations = 512, Error = 0.00126824
Sample 529: No. iterations = 512, Error = 0.0024535
Sample 530: No. iterations = 512, Error = 0.00172133
Sample 531: No. iterations = 512, Error = 0.00183945
Sample 532: No. iterations = 512, Error = 0.0024558
Sample 533: No. iterations = 512, Error = 0.00213618
Sample 534: No. iterations = 512, Error = 0.00162682
Sample 535: No. iterations = 512, Error = 0.00165208
Sample 536: No. iterations = 512, Error = 0.00124773
Sample 537: No. iterations = 512, Error = 0.00122656
Sample 538: No. iterations = 512, Error = 0.00147469
Sample 539: No. iterations = 1, Error = 4.06975e-05
Sample 540: No. iterations = 512, Error = 0.00131269
Sample 541: No. iterations = 512, Error = 0.500524
Sample 542: No. iterations = 418, Error = 0.000999257
Sample 543: No. iterations = 512, Error = 0.00102767
Sample 544: No. iterations = 512, Error = 0.0010653
Sample 545: No. iterations = 512, Error = 0.00163522
Sample 546: No. iterations = 512, Error = 0.00144066
Sample 547: No. iterations = 512, Error = 0.00240923
Sample 548: No. iterations = 512, Error = 0.0011985
Sample 549: No. iterations = 512, Error = 0.00189379
Sample 550: No. iterations = 512, Error = 0.00112
Sample 551: No. iterations = 512, Error = 0.00122377
Sample 552: No. iterations = 512, Error = 0.0017493
Sample 553: No. iterations = 512, Error = 0.00163855
Sample 554: No. iterations = 1, Error = 5.33587e-05
Sample 555: No. iterations = 512, Error = 0.499838
Sample 556: No. iterations = 225, Error = 0.000998738
Sample 557: No. iterations = 1, Error = 0.000470708
Sample 558: No. iterations = 371, Error = 0.00099818
Sample 559: No. iterations = 512, Error = 0.00272727
Sample 560: No. iterations = 512, Error = 0.00124896
